item,score
hard cheese,0.6
semi-finished bread,0.4860484126668476
ice cream,0.4353665746487147
chewing gum,0.41700719439277917
whole milk,0.4
other vegetables,0.336231884057971
soft cheese,0.32897287287070287
yogurt,0.2782608695652174
soda,0.25507246376811593
white wine,0.24462196737234213
