item,score
beverages,0.5
other vegetables,0.5
soda,0.4935064935064935
rolls/buns,0.4480519480519481
semi-finished bread,0.440566272544578
ham,0.4375866497613604
soft cheese,0.41030938628178215
red/blush wine,0.3842104451915066
yogurt,0.37012987012987014
ice cream,0.3633951900798202
